Episode,Reward,Length,Epsilon,Termination,Loss
91,-32.676149573828155,1000,0.01999089815867558,out-of-view,0.74312748503685
92,-96.3155253615912,1000,0.01999089815867558,out-of-view,0.7678870382010937
93,-65.98952710147495,1000,0.01999089815867558,out-of-view,0.8017102027833461
94,-87.3527088363148,1000,0.01999089815867558,out-of-view,0.7689695149213076
95,-44.869009734096856,1000,0.01999089815867558,out-of-view,0.729517707824707
96,-99.37311693404313,1000,0.01999089815867558,out-of-view,0.7669441885650158
97,-318.46782737131866,434,0.01999089815867558,crash,0.7749693548212403
98,-80.46526249299694,1000,0.01999089815867558,out-of-view,0.7857287280857563
99,-59.94447687146212,1000,0.01999089815867558,out-of-view,0.7854304638206959
0,-327.55418505664954,140,0.9323774977159699,crash,1.4263302636773962
1,-58.96874463258008,114,0.8807057004226791,crash,1.795429542922137
2,-312.00342334188235,139,0.8215609576631205,crash,1.611090635224212
3,-108.45520219040436,95,0.7834398270389253,crash,1.398734396382382
4,-147.61522641327286,81,0.7523368257596807,crash,1.5159019114058694
5,-230.75232770677886,96,0.7170690401446995,crash,1.5646048141643405
6,-399.82858196826686,91,0.6851657278523136,crash,1.5681054117260398
7,-223.7988142279749,82,0.6576352813905723,crash,1.592321975928981
8,-242.91610153458086,94,0.6274341593324599,crash,1.634901501396869
9,-126.65574675189805,136,0.5861769664203653,crash,1.481535564231522
10,-202.78503367165558,108,0.5553553782302005,crash,1.5842433295868061
11,-140.43230236928287,124,0.5219609229311034,crash,1.428167985571969
12,-57.3180262702826,140,0.4866646192280205,crash,1.2935670003294946
13,-179.1942497165238,109,0.4608449209893881,crash,1.45085576395376
14,-301.91886453824475,131,0.43161984351302723,crash,1.6338653523503368
15,-92.05397422347029,278,0.3755946289712486,crash,1.4283841315576498
16,-293.5931886051802,129,0.35212784898263094,crash,1.403364788423213
17,1.2210215647212124,138,0.32864464519456565,crash,1.389464760820071
18,-339.9628682409491,170,0.3018577271301075,crash,1.26787690011894
19,-269.5019000350096,164,0.2780873567705221,crash,1.2679038427588416
20,79.99813494615894,1000,0.1686474186843369,out-of-view,1.2841844979226589
21,-302.47815997750763,973,0.1036674925374112,crash,1.2121335128657251
22,-45.82702443861714,1000,0.06286965082105252,out-of-view,1.3508836238980293
23,-200.54667521262775,882,0.040445413963258285,crash,1.2971498159662125
24,-106.47574032185223,383,0.03339497269927577,crash,1.1942163425699537
25,-118.66408007602345,167,0.030719096244027674,crash,1.139656662762522
26,-111.81723349427133,240,0.027244576634194422,crash,1.1037036458651224
27,-149.6782445871106,109,0.025799132031194383,crash,1.325431140737796
28,-73.55564642268054,314,0.02204975710248067,crash,1.4106801081045417
29,-93.62763545739247,96,0.021016116212221887,crash,1.382838809241851
30,-76.06706632953075,117,0.01999089815867558,crash,1.4313516586254804
31,-32.93983487094613,134,0.01999089815867558,crash,1.2295632268955459
32,-106.46419564089041,261,0.01999089815867558,crash,1.2522209251292364
33,-31.37928851402762,371,0.01999089815867558,crash,1.2770794193057038
34,114.75758823151511,822,0.01999089815867558,sleep,1.3022525517537356
35,233.92922559625885,487,0.01999089815867558,sleep,1.2773595792556935
36,-19.618265888129187,97,0.01999089815867558,crash,1.2796242335408003
37,-72.62911619617844,1000,0.01999089815867558,out-of-view,1.1042615394294262
38,160.17263340817044,808,0.01999089815867558,sleep,1.1968410697830196
39,-54.94386502762835,247,0.01999089815867558,crash,1.0862547571842487
40,9.162128255649165,200,0.01999089815867558,crash,1.0533618101477622
41,250.99736293403697,226,0.01999089815867558,sleep,1.244937619013069
42,21.33879614783848,116,0.01999089815867558,crash,1.0162034779787064
43,2.791418875809356,132,0.01999089815867558,crash,1.4018379960096243
44,175.99558711422964,544,0.01999089815867558,sleep,1.111251279246062
45,18.295938404187538,228,0.01999089815867558,crash,1.219861871840661
46,27.597217502300907,147,0.01999089815867558,crash,1.2648971723455962
47,-13.942193923809015,152,0.01999089815867558,crash,1.0667437308124805
48,-83.63808621477428,61,0.01999089815867558,crash,1.2152378622625695
49,-23.776971600510365,233,0.01999089815867558,crash,1.0541900116230798
50,-193.70407405040476,60,0.01999089815867558,crash,1.172996450960636
51,-69.64509964587717,161,0.01999089815867558,crash,1.2258605966286629
52,-32.83586441847093,70,0.01999089815867558,crash,1.1359037863356727
53,-125.62401193465345,119,0.01999089815867558,crash,1.1329227495594185
54,0.3741837415881406,97,0.01999089815867558,crash,1.2344253345863105
55,-139.84321273446824,70,0.01999089815867558,crash,1.1785858984504427
56,-36.52826651995834,1000,0.01999089815867558,out-of-view,1.060177818864584
57,-40.28256731049883,123,0.01999089815867558,crash,1.1259075478325045
58,-17.023815859576693,1000,0.01999089815867558,out-of-view,1.1217279865443706
59,-2.938449931401304,1000,0.01999089815867558,out-of-view,1.1528343207389116
60,278.46249092964774,368,0.01999089815867558,sleep,1.0339577832947606
61,22.01156707842553,265,0.01999089815867558,crash,1.0042059231479212
62,31.06309867996319,160,0.01999089815867558,crash,1.0499873428605497
63,-1.8536985167043696,282,0.01999089815867558,crash,1.0592743634966248
64,22.321088124860523,248,0.01999089815867558,crash,1.1119063847487973
65,7.113741270261869,321,0.01999089815867558,crash,1.2571993005981326
66,-10.216051537963153,271,0.01999089815867558,crash,0.9652207552067028
67,-2.263755636897504,1000,0.01999089815867558,out-of-view,1.0833891742229462
68,-74.57955630322344,363,0.01999089815867558,crash,1.0395091795888485
69,-67.18350025590264,295,0.01999089815867558,crash,1.0955905853691748
70,-41.02035154462704,556,0.01999089815867558,crash,1.0566828243380828
71,27.85297194528504,1000,0.01999089815867558,out-of-view,1.1105782982409
72,-30.28900146876865,1000,0.01999089815867558,out-of-view,1.0433237392306327
73,165.9940912922811,900,0.01999089815867558,sleep,0.9616354966494772
74,-184.79548963658237,375,0.01999089815867558,crash,0.9809632839361827
75,47.39513589421628,191,0.01999089815867558,crash,0.8720228550321769
76,-160.96253988017696,228,0.01999089815867558,crash,0.9702167218191582
77,-202.53393860347336,238,0.01999089815867558,crash,1.005118344135645
78,-167.78226734531958,252,0.01999089815867558,crash,0.9618771499584592
79,-62.832124984293266,1000,0.01999089815867558,out-of-view,0.9802851490080357
80,-35.247968566477525,338,0.01999089815867558,crash,0.9325950600691801
81,23.57583051830021,1000,0.01999089815867558,out-of-view,0.9597942907810211
82,-53.74271943238693,1000,0.01999089815867558,out-of-view,0.9506034627407789
83,18.014114597128216,1000,0.01999089815867558,out-of-view,0.9044576963633298
84,-77.18571561042734,1000,0.01999089815867558,out-of-view,0.9001632661819458
85,-89.29624562529054,251,0.01999089815867558,crash,0.8158459619459403
86,-118.9147433504072,1000,0.01999089815867558,out-of-view,0.8900040752589703
87,-194.72229306064827,126,0.01999089815867558,crash,0.8708136751065179
88,-188.1936338733875,159,0.01999089815867558,crash,0.9425055993802892
89,25.726905824681268,164,0.01999089815867558,crash,1.0239549215610435
90,-73.59560162209071,570,0.01999089815867558,crash,0.9623384542371097
91,-229.98983887887698,964,0.01999089815867558,crash,0.9418870004442718
92,264.9586800858568,718,0.01999089815867558,sleep,0.9870316376676135
93,-34.159664585876854,1000,0.01999089815867558,out-of-view,0.9617351783215999
94,-38.97037117285419,1000,0.01999089815867558,out-of-view,0.9943487043082714
95,-114.90066006197151,167,0.01999089815867558,crash,0.9805519420229746
96,-138.64954371040875,358,0.01999089815867558,crash,0.990935645622914
97,-9.03140865778719,1000,0.01999089815867558,out-of-view,0.9869447591602802
98,-112.00687921144569,182,0.01999089815867558,crash,1.0771148555226377
99,171.55668445597104,502,0.01999089815867558,sleep,0.9365322220016761
