Episode,Reward,Length,Epsilon,Termination
244,218.91872284627743,549,0.01999089815867558,sleep
245,247.58555532956285,454,0.01999089815867558,sleep
246,236.4227758454009,365,0.01999089815867558,sleep
247,214.77314042572704,881,0.01999089815867558,sleep
248,262.1136642261242,398,0.01999089815867558,sleep
249,175.40393228150347,739,0.01999089815867558,sleep
250,221.15302031058192,505,0.01999089815867558,sleep
251,-10.35527259078048,1000,0.01999089815867558,out-of-view
252,247.14269354058092,246,0.01999089815867558,sleep
253,258.4872515474634,332,0.01999089815867558,sleep
254,236.05542812155272,433,0.01999089815867558,sleep
255,234.82128496894882,408,0.01999089815867558,sleep
256,215.214544242841,402,0.01999089815867558,sleep
257,199.4721002830202,457,0.01999089815867558,sleep
258,248.02850101340016,489,0.01999089815867558,sleep
259,273.55989486130034,397,0.01999089815867558,sleep
260,202.67436363974042,474,0.01999089815867558,sleep
261,233.43217457914523,518,0.01999089815867558,sleep
262,10.409328268256981,1000,0.01999089815867558,out-of-view
263,197.43840759791578,715,0.01999089815867558,sleep
264,203.82403704272662,585,0.01999089815867558,sleep
265,216.5493195264973,515,0.01999089815867558,sleep
266,249.72540326958438,430,0.01999089815867558,sleep
267,243.36269394082416,508,0.01999089815867558,sleep
268,177.18173654375536,601,0.01999089815867558,sleep
269,246.87559643589765,390,0.01999089815867558,sleep
270,204.71322694432126,459,0.01999089815867558,sleep
271,241.12235323006053,436,0.01999089815867558,sleep
272,13.79567764499793,1000,0.01999089815867558,out-of-view
273,222.7760850398941,581,0.01999089815867558,sleep
274,227.90772415007996,595,0.01999089815867558,sleep
275,11.753562376569434,369,0.01999089815867558,crash
276,244.4321333397706,361,0.01999089815867558,sleep
277,271.49930988586283,407,0.01999089815867558,sleep
278,6.845824737564404,1000,0.01999089815867558,out-of-view
279,136.08944008321004,925,0.01999089815867558,sleep
280,250.95745580938956,362,0.01999089815867558,sleep
281,157.2195521988135,631,0.01999089815867558,sleep
282,197.8857473070765,450,0.01999089815867558,sleep
283,273.0130436180619,338,0.01999089815867558,sleep
284,234.6348322480589,417,0.01999089815867558,sleep
285,253.9864300988327,454,0.01999089815867558,sleep
286,250.24219789952076,670,0.01999089815867558,sleep
287,257.63588180715965,405,0.01999089815867558,sleep
288,210.33962825413445,387,0.01999089815867558,sleep
289,9.527099140369604,1000,0.01999089815867558,out-of-view
290,170.79281089162404,588,0.01999089815867558,sleep
291,214.82717597737332,477,0.01999089815867558,sleep
292,193.6389713494056,685,0.01999089815867558,sleep
293,188.70066529031968,541,0.01999089815867558,sleep
294,248.3979894619339,358,0.01999089815867558,sleep
295,310.4610503094058,211,0.01999089815867558,sleep
296,282.26248712107,263,0.01999089815867558,sleep
297,257.7975944195644,437,0.01999089815867558,sleep
298,268.610373528566,423,0.01999089815867558,sleep
299,231.21496238498597,462,0.01999089815867558,sleep
300,262.60806878838633,283,0.01999089815867558,sleep
301,254.9119757596112,319,0.01999089815867558,sleep
302,207.38619061691048,484,0.01999089815867558,sleep
303,211.80142082409515,393,0.01999089815867558,sleep
304,247.01220577591985,337,0.01999089815867558,sleep
305,276.68989579860516,476,0.01999089815867558,sleep
306,257.03594941223946,355,0.01999089815867558,sleep
307,229.14458042843236,448,0.01999089815867558,sleep
308,-14.103103093178289,1000,0.01999089815867558,out-of-view
309,275.77710445648364,285,0.01999089815867558,sleep
310,-14.55266265371353,1000,0.01999089815867558,out-of-view
311,-41.75557931205078,640,0.01999089815867558,crash
312,246.63648593700805,374,0.01999089815867558,sleep
313,-24.401254827517487,1000,0.01999089815867558,out-of-view
314,260.02019248038164,333,0.01999089815867558,sleep
315,-13.70047747500999,146,0.01999089815867558,crash
316,196.89450390898958,446,0.01999089815867558,sleep
317,271.99551650595583,333,0.01999089815867558,sleep
318,271.36072040709973,507,0.01999089815867558,sleep
319,159.0279392364717,631,0.01999089815867558,sleep
320,245.3120795573133,402,0.01999089815867558,sleep
321,244.13202597122068,374,0.01999089815867558,sleep
322,231.03899143488607,357,0.01999089815867558,sleep
323,295.5051079039912,250,0.01999089815867558,sleep
324,229.9929792337385,588,0.01999089815867558,sleep
325,247.45968365733412,366,0.01999089815867558,sleep
326,195.02755530027753,535,0.01999089815867558,sleep
327,214.39110494906166,705,0.01999089815867558,sleep
328,281.98220918644665,308,0.01999089815867558,sleep
329,218.20612902417332,319,0.01999089815867558,sleep
330,208.40906873521573,305,0.01999089815867558,sleep
331,256.44965692329936,279,0.01999089815867558,sleep
332,242.94789055267955,299,0.01999089815867558,sleep
333,238.2159532780664,332,0.01999089815867558,sleep
334,217.63226864406772,421,0.01999089815867558,sleep
335,206.47890600107627,612,0.01999089815867558,sleep
336,286.1915021475011,326,0.01999089815867558,sleep
337,221.38886125884244,502,0.01999089815867558,sleep
338,222.51258394099494,517,0.01999089815867558,sleep
339,177.63552087909844,522,0.01999089815867558,sleep
340,272.84667131446946,341,0.01999089815867558,sleep
341,219.712591835622,299,0.01999089815867558,sleep
342,282.79592098371415,309,0.01999089815867558,sleep
343,245.07910770839183,270,0.01999089815867558,sleep
344,283.2212880041038,353,0.01999089815867558,sleep
345,237.67642049860441,418,0.01999089815867558,sleep
346,295.46398610270774,214,0.01999089815867558,sleep
347,224.3449559087451,352,0.01999089815867558,sleep
348,220.08823373733887,393,0.01999089815867558,sleep
349,286.74157201592175,355,0.01999089815867558,sleep
350,241.62839392616948,273,0.01999089815867558,sleep
351,279.4258207788665,344,0.01999089815867558,sleep
352,274.3287046555052,309,0.01999089815867558,sleep
353,226.30432565753313,302,0.01999089815867558,sleep
354,270.28548932554185,321,0.01999089815867558,sleep
355,230.31717886540275,268,0.01999089815867558,sleep
356,270.43678278442667,322,0.01999089815867558,sleep
357,244.1047232039774,338,0.01999089815867558,sleep
358,302.16665719561945,205,0.01999089815867558,sleep
359,155.92482161213798,836,0.01999089815867558,sleep
360,93.32646587280286,1000,0.01999089815867558,out-of-view
361,239.04130876407686,286,0.01999089815867558,sleep
362,252.83948340652478,339,0.01999089815867558,sleep
363,273.2305563423761,260,0.01999089815867558,sleep
364,244.5747797734972,294,0.01999089815867558,sleep
365,278.700958324465,328,0.01999089815867558,sleep
366,235.86536106105902,357,0.01999089815867558,sleep
367,260.9154595023323,274,0.01999089815867558,sleep
368,312.89432441681294,243,0.01999089815867558,sleep
369,305.47421313583396,258,0.01999089815867558,sleep
370,245.28339025760928,380,0.01999089815867558,sleep
371,252.6261770955912,310,0.01999089815867558,sleep
372,300.07556278027414,324,0.01999089815867558,sleep
373,248.01961985489024,430,0.01999089815867558,sleep
374,277.63068820239323,335,0.01999089815867558,sleep
375,304.36170939165453,341,0.01999089815867558,sleep
376,249.36988148401792,236,0.01999089815867558,sleep
377,223.44041160042053,325,0.01999089815867558,sleep
378,229.4163121463015,313,0.01999089815867558,sleep
379,254.09404613033456,704,0.01999089815867558,sleep
380,255.63717877191698,325,0.01999089815867558,sleep
381,246.60653222483683,301,0.01999089815867558,sleep
382,247.61276849901788,219,0.01999089815867558,sleep
383,22.08216304587367,114,0.01999089815867558,crash
384,279.0377635148063,277,0.01999089815867558,sleep
385,272.1969969743875,275,0.01999089815867558,sleep
386,231.92045932217061,324,0.01999089815867558,sleep
387,249.83629509052872,335,0.01999089815867558,sleep
388,279.38874398603105,371,0.01999089815867558,sleep
389,262.65921132106337,351,0.01999089815867558,sleep
390,255.68131430787852,317,0.01999089815867558,sleep
391,299.23335502241025,194,0.01999089815867558,sleep
392,211.64612761578195,491,0.01999089815867558,sleep
393,256.4203423401333,298,0.01999089815867558,sleep
394,293.74892021355424,234,0.01999089815867558,sleep
395,223.28072086969604,377,0.01999089815867558,sleep
396,247.5020759638833,334,0.01999089815867558,sleep
397,263.9041359368538,455,0.01999089815867558,sleep
398,243.14337176022426,372,0.01999089815867558,sleep
399,273.3693768609098,303,0.01999089815867558,sleep
