Episode,Reward,Length,Epsilon
633,-219.08140152556973,698,0.041670929977297724
634,-164.16285539694462,262,0.04146257532741124
635,-195.53322546644353,691,0.04125526245077418
636,-143.43660837619137,1000,0.04104898613852031
637,-269.51291605633315,911,0.04084374120782771
638,-167.0252909922596,140,0.04063952250178857
639,-156.8041635838072,431,0.04043632488927963
640,-295.86766534471514,735,0.04023414326483323
641,-149.71633611277989,584,0.040032972548509065
642,-120.09021988740349,177,0.03983280768576652
643,-221.39479602940315,454,0.03963364364733769
644,-271.5225601360904,753,0.039435475429100995
645,-210.60813732890884,1000,0.03923829805195549
646,-269.1195531510458,958,0.03904210656169572
647,-161.5275927710547,361,0.03884689602888724
648,-164.37967441324773,372,0.0386526615487428
649,-177.78251201287281,425,0.03845939824099909
650,-126.33233674897212,1000,0.03826710124979409
651,-191.03003762531432,390,0.038075765743545126
652,-252.81759911445695,734,0.0378853869148274
653,-203.6665331609558,487,0.03769595998025326
654,39.01947958205321,94,0.03750748018035199
655,-148.48144735476535,221,0.037319942779450235
656,-181.6979903351865,1000,0.037133343065552986
657,-253.02841866172827,554,0.03694767635022522
658,-115.94808139406713,112,0.036762937968474095
659,-140.0917633837583,321,0.03657912327863173
660,-75.05955959661061,1000,0.036396227662238566
661,-212.3055245962446,1000,0.03621424652392737
662,-243.00234605168555,371,0.036033175291307735
663,-241.76046829209042,779,0.03585300941485119
664,-97.46967569130814,165,0.035673744367776934
665,-295.49679137578516,685,0.03549537564593805
666,-158.60943072895833,1000,0.035317898767708356
667,-149.5569162573563,98,0.03514130927386981
668,-65.71748290935409,1000,0.03496560272750046
669,126.48869535255729,1000,0.03479077471386296
670,-267.21130540532965,816,0.03461682084029365
671,159.82443908236934,904,0.034443736736092176
672,173.04385176316663,437,0.034271518052411715
673,-55.30134933764806,1000,0.034100160462149656
674,-165.50796688602367,437,0.03392965965983891
675,-110.54585237092508,1000,0.033760011361539714
676,237.35911709277494,229,0.03359121130473201
677,-362.3235867963459,975,0.033423255248208356
678,-86.59107225902025,1000,0.03325613897196732
679,-248.75646353215996,654,0.03308985827710748
680,-133.65895241087512,114,0.032924408985721944
681,-209.47766786956737,549,0.03275978694079333
682,253.3048013058206,428,0.032595988006089364
683,-94.47827489188005,1000,0.032433008066058915
684,182.55399463609075,517,0.03227084302572862
685,-200.79168150814624,794,0.032109488810599975
686,-137.12663260213782,1000,0.031948941366546975
687,-129.38409462639987,1000,0.03178919665971424
688,-212.1890407243173,535,0.03163025067641567
689,-111.007797213738,448,0.03147209942303359
690,-82.31330552162476,246,0.03131473892591842
691,-87.89191044734646,1000,0.031158165231288826
692,-308.404856656077,637,0.03100237440513238
693,-152.86735594921495,1000,0.030847362533106718
694,-284.79725944052404,839,0.030693125720441184
695,196.1831057860743,691,0.030539660091838977
696,244.18160622074544,423,0.03038696179137978
697,231.8208303830376,786,0.030235026982422884
698,151.33794982151719,718,0.030083851847510768
699,-185.73730531032027,1000,0.029933432588273214
700,139.0676698611569,962,0.029783765425331846
701,52.34148241371955,202,0.029634846598205186
702,-256.82966152594304,785,0.02948667236521416
703,-196.3523301807897,539,0.029339239003388088
704,-216.62923522147565,507,0.029192542808371146
705,-210.06668496703014,1000,0.02904658009432929
706,-232.39316423889133,397,0.028901347193857643
707,289.26654257451423,316,0.028756840457888354
708,-206.70107373164623,685,0.02861305625559891
709,147.846733179053,693,0.028469990974320916
710,207.1109070546725,295,0.02832764101944931
711,234.6455987738465,665,0.028186002814352063
712,-148.93861573160717,205,0.0280450728002803
713,106.40341484845652,686,0.0279048474362789
714,37.96147315654645,143,0.027765323199097504
715,252.06728587923584,324,0.027626496583102015
716,188.21957456161482,514,0.027488364100186506
717,194.78015006397106,405,0.027350922279685573
718,-152.08564637680675,487,0.027214167668287145
719,-314.2900906525886,1000,0.02707809682994571
720,-46.14512106662886,156,0.02694270634579598
721,-160.94058940703775,267,0.026807992814067
722,228.14471092109983,235,0.026673952849996664
723,-128.21967464029427,103,0.02654058308574668
724,3.9916908428610185,196,0.026407880170317945
725,219.46167682023696,430,0.026275840769466357
726,6.001842382183796,331,0.026144461565619025
727,-125.26905091142555,167,0.02601373925779093
728,-47.65716175080914,136,0.025883670561501974
729,-253.9638481402484,663,0.025754252208694463
730,-178.72903956495585,357,0.02562548094765099
731,277.19378157025415,165,0.025497353542912736
732,-55.554050872430075,294,0.02536986677519817
733,212.2473410624309,371,0.02524301744132218
734,-143.2135141257383,155,0.025116802354115567
735,258.43153904801466,530,0.024991218342344988
736,210.47329424530363,362,0.024866262250633264
737,-7.2074359059142665,217,0.024741930939380097
738,-130.01443688941097,1000,0.024618221284683196
739,41.824967552288086,126,0.02449513017825978
740,-45.86682838104537,303,0.02437265452736848
741,225.85021000120784,322,0.024250791254731636
742,-26.956586465334013,328,0.024129537298457977
743,268.2531824576932,243,0.024008889611965685
744,225.39140677884836,407,0.023888845163905856
745,229.02292528447208,188,0.023769400938086327
746,9.730874130027132,138,0.023650553933395897
747,263.3044169937107,360,0.023532301163728918
748,-155.31372371515698,191,0.023414639657910272
749,156.23231261647973,707,0.023297566459620722
750,212.22922375372625,222,0.023181078627322618
751,-35.603998469269044,158,0.023065173234186005
752,-110.49724326081356,197,0.022949847368015076
753,-113.26356046472435,177,0.022835098131175
754,192.19364334735153,410,0.022720922640519125
755,222.38326049061,211,0.02260731802731653
756,99.63280580071216,857,0.022494281437179946
757,-33.096025788537986,98,0.022381810029994047
758,-56.710380426528715,255,0.022269900979844076
759,-32.64587567989433,177,0.022158551474944856
760,-163.6104433330629,163,0.022047758717570132
761,215.52661807881492,478,0.021937519923982282
762,121.16061445159927,506,0.021827832324362372
763,213.52206419063714,254,0.02171869316274056
764,190.05244839819818,436,0.021610099696926857
765,-221.65002661251228,488,0.021502049198442223
766,-23.731751904804696,251,0.021394538952450012
767,182.9066972376733,290,0.02128756625768776
768,-8.824493566781968,190,0.021181128426399323
769,-148.8753784754931,169,0.021075222784267326
770,159.26683864510412,1000,0.020969846670345987
771,48.870522989057406,363,0.020864997436994256
772,15.94781783670679,230,0.020760672449809284
773,-100.77345006185506,340,0.020656869087560238
774,274.3991472572601,270,0.020553584742122436
775,-321.53404508324934,767,0.020450816818411825
776,-248.12098610235242,715,0.020348562734319765
777,-143.93516981269323,151,0.020246819920648168
778,287.8471257663814,297,0.020145585821044927
779,-1.5111638827953442,157,0.020044857891939702
780,232.23904935237064,554,0.019944633602480003
781,-274.1893813666371,873,0.019944633602480003
782,-187.37410310466146,512,0.019944633602480003
783,-6.958279007917611,572,0.019944633602480003
784,-39.72865991950407,127,0.019944633602480003
785,-104.6840481275779,273,0.019944633602480003
786,-212.0650541812734,273,0.019944633602480003
787,-324.8333209408192,673,0.019944633602480003
788,191.06672617957958,336,0.019944633602480003
789,154.9864905373423,526,0.019944633602480003
790,-52.28519649584037,115,0.019944633602480003
791,-291.1038533474866,725,0.019944633602480003
792,-193.09251839764667,454,0.019944633602480003
793,207.23074398588327,624,0.019944633602480003
794,237.0324318007517,442,0.019944633602480003
795,-239.96864721075295,474,0.019944633602480003
796,-148.0010964857342,107,0.019944633602480003
797,235.65214264193148,345,0.019944633602480003
798,-220.024879872133,518,0.019944633602480003
799,-131.4251643307516,516,0.019944633602480003
800,235.72436764400985,276,0.019944633602480003
801,-122.02325055136595,369,0.019944633602480003
802,266.9000144970403,320,0.019944633602480003
803,178.60547160374384,398,0.019944633602480003
804,-204.13582008416887,485,0.019944633602480003
805,-297.84404643105006,716,0.019944633602480003
806,141.91751644955443,428,0.019944633602480003
807,-174.13037029468822,137,0.019944633602480003
808,117.48297285876714,676,0.019944633602480003
809,-24.26124791046641,609,0.019944633602480003
810,-137.26224035063603,282,0.019944633602480003
811,232.93881850232026,272,0.019944633602480003
812,256.7159591434646,316,0.019944633602480003
813,-34.192585946727775,370,0.019944633602480003
814,172.7388632881247,402,0.019944633602480003
815,-228.13302156874818,383,0.019944633602480003
816,192.05933865245544,885,0.019944633602480003
817,-102.4568646036991,189,0.019944633602480003
818,-138.8343960553803,1000,0.019944633602480003
819,250.4986001328307,297,0.019944633602480003
820,273.09550224046063,299,0.019944633602480003
821,-231.2929117954944,827,0.019944633602480003
822,-149.49099819543179,155,0.019944633602480003
823,-243.888036428387,565,0.019944633602480003
824,214.41592047761077,429,0.019944633602480003
825,300.4287302015177,296,0.019944633602480003
826,256.12860807680613,337,0.019944633602480003
827,270.2604471160689,280,0.019944633602480003
828,241.10027920377732,478,0.019944633602480003
829,-295.15146106567875,540,0.019944633602480003
830,-90.58436191795603,1000,0.019944633602480003
831,-30.128019660468567,177,0.019944633602480003
832,-188.52272972999288,461,0.019944633602480003
833,-158.53693371857946,315,0.019944633602480003
834,-130.1361378676998,1000,0.019944633602480003
835,171.9418109549336,787,0.019944633602480003
836,215.40416533687815,517,0.019944633602480003
837,-25.17952963298511,288,0.019944633602480003
838,113.84180506123495,911,0.019944633602480003
839,-87.1335128528832,223,0.019944633602480003
840,202.6251186408037,659,0.019944633602480003
841,196.40974333942495,405,0.019944633602480003
842,-105.50099861613909,185,0.019944633602480003
843,-150.1809346329713,389,0.019944633602480003
844,165.58811158644292,431,0.019944633602480003
845,-115.84696084110591,1000,0.019944633602480003
846,-30.395356859026,1000,0.019944633602480003
847,-76.83143397973754,1000,0.019944633602480003
848,-39.75701694049454,1000,0.019944633602480003
849,-100.4839833365447,1000,0.019944633602480003
850,-63.0398484250106,1000,0.019944633602480003
851,-273.23956388558025,415,0.019944633602480003
852,-39.34184283806977,1000,0.019944633602480003
853,-98.73623924395031,1000,0.019944633602480003
854,-83.28503640671694,1000,0.019944633602480003
855,-74.34705415628677,1000,0.019944633602480003
856,-59.62669310939533,1000,0.019944633602480003
857,178.94749120216534,424,0.019944633602480003
858,-73.07835092467107,1000,0.019944633602480003
859,-56.18557631567789,1000,0.019944633602480003
860,-251.02752378822484,587,0.019944633602480003
861,-85.28404652954849,1000,0.019944633602480003
862,233.97056298053118,257,0.019944633602480003
863,-244.0021922438432,734,0.019944633602480003
864,-110.42256645522156,1000,0.019944633602480003
865,-226.20450473601016,527,0.019944633602480003
866,-186.69478647814276,602,0.019944633602480003
867,233.83344997494524,256,0.019944633602480003
868,-202.84877987153362,818,0.019944633602480003
869,-230.10751676054622,340,0.019944633602480003
870,-28.38090215397051,149,0.019944633602480003
871,-255.8520199423459,812,0.019944633602480003
872,-156.77754159127636,548,0.019944633602480003
873,-95.40615155662819,193,0.019944633602480003
874,-72.91603966624821,359,0.019944633602480003
875,-209.66650799550303,733,0.019944633602480003
876,-168.06043753713118,256,0.019944633602480003
877,-145.08154181484306,433,0.019944633602480003
878,-75.46095860281044,139,0.019944633602480003
879,-247.30044010722446,964,0.019944633602480003
880,-283.6877510308108,849,0.019944633602480003
881,-192.62742112777966,412,0.019944633602480003
882,-74.02628602038179,124,0.019944633602480003
883,-72.93368648986414,472,0.019944633602480003
884,-130.7594149929917,313,0.019944633602480003
885,-190.2365989285231,222,0.019944633602480003
886,-195.15726929560108,754,0.019944633602480003
887,-130.9592401539043,377,0.019944633602480003
888,-219.23536686766306,610,0.019944633602480003
889,-96.83765538485238,1000,0.019944633602480003
890,-125.69775395295702,506,0.019944633602480003
891,-110.20665401102963,389,0.019944633602480003
892,-305.6490289570389,892,0.019944633602480003
893,-284.63845398495937,710,0.019944633602480003
894,-121.17701305408644,542,0.019944633602480003
895,111.17724321969679,425,0.019944633602480003
896,-86.27266321196682,161,0.019944633602480003
897,-125.5168933335323,379,0.019944633602480003
898,-140.9762029385791,458,0.019944633602480003
899,-79.08784782513861,251,0.019944633602480003
900,112.85793858616712,709,0.019944633602480003
901,-126.98772458136938,182,0.019944633602480003
902,-236.84917531042495,960,0.019944633602480003
903,-186.61999086841024,558,0.019944633602480003
904,-310.9005943000293,939,0.019944633602480003
905,-193.70281001207852,701,0.019944633602480003
906,-180.16314575183353,457,0.019944633602480003
907,-215.1798685993264,675,0.019944633602480003
908,-187.98038576363555,561,0.019944633602480003
909,-302.4712421008437,751,0.019944633602480003
910,-254.4399495543079,563,0.019944633602480003
911,-212.90515950393373,1000,0.019944633602480003
912,-241.52768507414083,756,0.019944633602480003
913,-185.10094710343384,589,0.019944633602480003
914,-123.93431656483162,442,0.019944633602480003
915,-133.95364567395455,200,0.019944633602480003
916,-196.67260552754377,500,0.019944633602480003
917,-165.87025847841463,396,0.019944633602480003
918,125.03692769736965,634,0.019944633602480003
919,-80.85145272068866,1000,0.019944633602480003
920,-136.410204183276,311,0.019944633602480003
921,-186.23622884261886,798,0.019944633602480003
922,-190.66055058784482,701,0.019944633602480003
923,-168.77665551941834,1000,0.019944633602480003
924,-66.17785705266846,382,0.019944633602480003
925,-98.57495139670387,1000,0.019944633602480003
926,-108.83349308760822,1000,0.019944633602480003
927,-197.34983368969313,500,0.019944633602480003
928,-40.047213714151496,1000,0.019944633602480003
929,-41.863728879282235,207,0.019944633602480003
930,231.25137377736314,249,0.019944633602480003
931,-182.53961781035204,1000,0.019944633602480003
932,-147.75000838864557,1000,0.019944633602480003
933,-78.07979009890589,181,0.019944633602480003
934,-82.91926360457497,1000,0.019944633602480003
935,170.96692325407525,392,0.019944633602480003
936,148.83842098265032,590,0.019944633602480003
937,-104.39815444759911,1000,0.019944633602480003
938,-54.8362203812616,211,0.019944633602480003
939,-72.27067268330325,345,0.019944633602480003
940,137.1670789694799,564,0.019944633602480003
941,-157.1310201843864,442,0.019944633602480003
942,-328.7517187268053,538,0.019944633602480003
943,-142.39660258447483,1000,0.019944633602480003
944,-321.0245046801516,555,0.019944633602480003
945,-42.05872448934964,1000,0.019944633602480003
946,156.04620705481216,560,0.019944633602480003
947,-118.55769713786545,1000,0.019944633602480003
948,-146.69936015030783,1000,0.019944633602480003
949,-188.28871253374618,452,0.019944633602480003
950,-320.03786867832935,864,0.019944633602480003
951,-3.810047644934304,1000,0.019944633602480003
952,-74.34154687311757,1000,0.019944633602480003
953,-82.53642020479673,1000,0.019944633602480003
954,-66.21011727302586,1000,0.019944633602480003
955,-103.41123824019454,550,0.019944633602480003
956,-131.5248604822441,819,0.019944633602480003
957,-122.6230427469482,1000,0.019944633602480003
958,-41.21058035195123,1000,0.019944633602480003
959,122.10532492077374,884,0.019944633602480003
960,-50.34436320235142,1000,0.019944633602480003
961,-62.96311313693718,1000,0.019944633602480003
962,-59.68295445585048,162,0.019944633602480003
963,-45.908709239943285,1000,0.019944633602480003
964,-93.73851656790326,1000,0.019944633602480003
965,-78.16526248883997,1000,0.019944633602480003
966,-152.634746191504,1000,0.019944633602480003
967,-61.00288578157244,1000,0.019944633602480003
968,-77.24012105949278,1000,0.019944633602480003
969,-102.06572248805826,1000,0.019944633602480003
970,-12.848162389217597,1000,0.019944633602480003
971,-196.3823806957548,1000,0.019944633602480003
972,204.90243878254807,517,0.019944633602480003
973,-39.69219527565447,295,0.019944633602480003
974,145.69140903527523,735,0.019944633602480003
975,-125.34112046268721,1000,0.019944633602480003
976,154.30807703989902,1000,0.019944633602480003
977,-91.96768715465198,356,0.019944633602480003
978,174.52381745198258,617,0.019944633602480003
979,186.7710726280632,629,0.019944633602480003
980,154.52400444081033,780,0.019944633602480003
981,241.86576506879345,497,0.019944633602480003
982,231.26968441524434,482,0.019944633602480003
983,8.681869882934597,1000,0.019944633602480003
984,259.70743039217626,455,0.019944633602480003
985,192.45622516025372,577,0.019944633602480003
986,-5.636242006030315,143,0.019944633602480003
987,-139.501437622776,228,0.019944633602480003
988,279.60532855639053,320,0.019944633602480003
989,-140.25186474130842,1000,0.019944633602480003
990,185.20947891850895,685,0.019944633602480003
991,-93.4506749321068,1000,0.019944633602480003
992,237.513492567878,265,0.019944633602480003
993,-129.5106938138938,248,0.019944633602480003
994,213.36861201734882,521,0.019944633602480003
995,149.63716076755168,866,0.019944633602480003
996,220.99603258695183,479,0.019944633602480003
997,80.73124956996888,969,0.019944633602480003
998,-220.87132329229973,328,0.019944633602480003
999,-143.12903374813584,451,0.019944633602480003
1000,-145.701341469731,230,0.019944633602480003
